"Run Fondo";"run_adm";"run_fm_l";"entidad_nombre_fm";"nombre_corto";"vigencia";"estado";"tipo";"razon_social";"fecha_deposito";"fecha_ultima_modificacion";"fecha_inicio";"nro_fecha_resolucion";"fecha_cumplimiento";"fecha_termino";"num_registro"
"8358";"96966250-7";"8358-5";FONDO MUTUO BTG PACTUAL RENTA NOMINAL;RENTA NOMINAL;Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-11-02;2021-01-28;2005-02-21;Res. 102 (21/02/2005);2005-02-21;;FM110108
"10253";"96514410-2";"10253-9";FONDO MUTUO CLEVER AHORRO;CLEVER AHORRO;Vigente;;"6-FM DE LIBRE INVERSION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-04-21;2022-08-08;2022-04-28;-;2022-07-11;;FM222012
"9964";"96514410-2";"9964-3";FONDO MUTUO CLEVER PORTAFOLIO AGRESIVO;CLEVER AGRESIVO;Vigente;;"6-FM DE LIBRE INVERSION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-04;2022-08-08;2021-01-08;-;2021-07-21;;FM201710
"9965";"96514410-2";"9965-1";FONDO MUTUO CLEVER PORTAFOLIO CONSERVADOR;CLEVER CONSERVADOR;Vigente;;"6-FM DE LIBRE INVERSION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-04;2022-08-08;2021-01-13;-;2022-04-20;;FM201711
"9966";"96514410-2";"9966-K";FONDO MUTUO CLEVER PORTAFOLIO MODERADO;CLEVER MODERADO;Vigente;;"6-FM DE LIBRE INVERSION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-04;2022-08-08;2021-01-13;-;2021-08-27;;FM201712
"10109";"96514410-2";"10109-5";FONDO MUTUO CLEVER Temático global;CLEVER Temático;Vigente;;"6-FM DE LIBRE INVERSION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-07-21;2023-07-27;2021-07-28;-;2021-10-26;;FM211865
"10300";"96514410-2";"10300-4";FONDO MUTUO CLEVER UF;CLEVER UF;Vigente;;"6-FM DE LIBRE INVERSION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-04;2022-08-08;2022-07-13;-;2022-11-18;;FM222059
"9362";"96804330-7";"9362-9";FONDO MUTUO COMPASS ACCIONES CHILENAS;COMPASS ACC CHILENAS;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";COMPASS GROUP CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-12-16;2022-02-03;2016-08-23;-;2016-08-23;;FM161103
"9072";"96804330-7";"9072-7";FONDO MUTUO COMPASS DEUDA CHILENA;DEUDA CHILENA;Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";COMPASS GROUP CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-11-26;2022-02-03;2014-08-01;-;2014-08-05;;FM140709
"10275";"96804330-7";"10275-K";FONDO MUTUO COMPASS EQUILIBRIO;EQUILIBRIO;Vigente;;"6-FM DE LIBRE INVERSION";COMPASS GROUP CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-05-18;2022-07-14;2022-06-30;-;2022-06-30;;FM222034
"10431";"96804330-7";"10431-0";FONDO MUTUO COMPASS LIQUIDEZ;LIQUIDEZ;Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";COMPASS GROUP CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-03-01;2023-03-14;2023-03-15;-;2023-03-15;;FM232190
"10235";"96804330-7";"10235-0";FONDO MUTUO COMPASS PROTECCIÓN;COMPASS PROTECCIÓN;Vigente;;"6-FM DE LIBRE INVERSION";COMPASS GROUP CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-06-14;2022-09-02;2022-03-22;-;2022-03-22;;FM221992
"8535";"96530900-4";"8535-9";FONDO MUTUO BCI IMPERIAL II;IMPERIAL II;No Vigente;;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;;;2008-01-03;Res. 495 (03/01/2008);2008-01-04;2011-02-02;
"8317";"96836390-5";"8317-8";FONDO MUTUO COMPROMISO BANCOESTADO;COMPROMISO BANCOESTA;Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";BANCOESTADO S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-04-22;2021-08-06;2004-09-10;Res. 381 (10/09/2004);2004-11-11;;FM110309
"9810";"77057272-K";"9810-8";FONDO MUTUO CONSERVADOR FOCUS;FONDO CONSERVADOR;Vigente;;"6-FM DE LIBRE INVERSION";SOYFOCUS ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-02-02;2023-03-30;2019-10-14;-;2020-01-14;;FM191555
"8170";"96955500-K";"8170-1";Fondo Mutuo Consorcio Acciones Chilenas;CONSORCIO ACCIONES C;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-07-26;2023-08-11;2000-10-13;Res. 253 (13/10/2000);2001-03-27;2023-12-01;FM110042
"8375";"96955500-K";"8375-5";FONDO MUTUO CONSORCIO AHORRO DINÁMICO;CONSORCIO AHORRO DIN;Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-16;2023-07-28;2005-06-16;Res. 367 (16/06/2005);2005-07-04;;FM110046
"9428";"96955500-K";"9428-5";FONDO MUTUO CONSORCIO DINÁMICO AGRESIVO;FMCODAGRE;Vigente;;"6-FM DE LIBRE INVERSION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-08-26;2023-03-10;2017-06-28;-;2017-07-07;;FM171169
"9429";"96955500-K";"9429-3";FONDO MUTUO CONSORCIO DINÁMICO BALANCEADO;FMCODBAL;Vigente;;"6-FM DE LIBRE INVERSION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-28;2023-03-10;2017-06-28;-;2017-07-07;;FM171170
"9430";"96955500-K";"9430-7";FONDO MUTUO CONSORCIO DINÁMICO CONSERVADOR;FMCODCON;Vigente;;"6-FM DE LIBRE INVERSION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-08-26;2023-03-10;2017-06-28;-;2017-07-06;;FM171171
"9431";"96955500-K";"9431-5";FONDO MUTUO CONSORCIO DINÁMICO CRECIMIENTO;FMCODCREC;Vigente;;"6-FM DE LIBRE INVERSION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-08-26;2023-03-10;2017-06-28;-;2017-07-07;;FM171172
"9432";"96955500-K";"9432-3";FONDO MUTUO CONSORCIO DINÁMICO MODERADO;FMCODMOD;Vigente;;"6-FM DE LIBRE INVERSION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-08-26;2023-03-10;2017-06-28;-;2017-07-06;;FM171173
"8320";"96836390-5";"8320-8";FONDO MUTUO CONVENIENCIA BANCOESTADO;CONVENIENCIA BANCOES;Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";BANCOESTADO S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-02-03;2023-08-18;2004-09-10;Res. 381 (10/09/2004);2005-03-18;;FM110308
"10208";"96804330-7";"10208-3";FONDO MUTUO COOPEUCH COMPASS CONSERVADOR;CONSERVADOR;Vigente;;"6-FM DE LIBRE INVERSION";COMPASS GROUP CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-12-01;2023-02-21;2022-03-03;-;2022-03-22;;FM221965
"10441";"96804330-7";"10441-8";FONDO MUTUO COOPEUCH COMPASS LIQUIDEZ;COOPEUCH LIQUIDEZ;Vigente;;"6-FM DE LIBRE INVERSION";COMPASS GROUP CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-03-15;;2023-03-23;-;2023-07-26;;FM232200
"8982";"99549940-1";"8982-6";FONDO MUTUO CREDICORP CAPITAL ACCIONES ESTRATEGICAS;FM CC ACC ESTRATEGIC;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-02-14;2023-06-02;2013-04-04;-;2013-04-04;;FM130615
"10135";"99549940-1";"10135-4";FONDO MUTUO CREDICORP CAPITAL BRAVE DISCO;FM CC BRAVE DISCO;Vigente;;"6-FM DE LIBRE INVERSION";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-07-19;2023-08-11;2021-11-10;-;2023-09-06;;FM211891
"9056";"99549940-1";"9056-5";FONDO MUTUO CREDICORP CAPITAL DEUDA 360;FM CC DEUDA 360;Vigente;;"2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-02-14;2023-06-16;2014-03-11;-;2014-03-11;;FM140690
"9251";"99549940-1";"9251-7";FONDO MUTUO CREDICORP CAPITAL DEUDA CORPORATIVA INVESTMENT GRADE;FM CC DEUDA CORP IG;Vigente;;"6-FM DE LIBRE INVERSION";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-03-30;2023-01-26;2021-11-25;-;2021-11-25;;FM150992
"9365";"99549940-1";"9365-3";FONDO MUTUO CREDICORP CAPITAL DEUDA CORPORATIVA LATAM INVESTMENT GRADE;FM CC DEUDA LATAM IG;Vigente;;"6-FM DE LIBRE INVERSION";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-08-03;2023-02-02;2016-09-01;-;2016-12-13;;FM161106
"8427";"99549940-1";"8427-1";FONDO MUTUO CREDICORP CAPITAL GLOBALES I;GLOBALES I;Vigente;;"6-FM DE LIBRE INVERSION";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-04-01;2023-01-26;2006-06-01;Res. 161 (01/06/2006);2006-10-27;;FM110298
"10136";"99549940-1";"10136-2";FONDO MUTUO CREDICORP CAPITAL HEAVY METAL;FM CC HEAVY METAL;Vigente;;"6-FM DE LIBRE INVERSION";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-07-18;2023-08-11;2021-11-10;-;2023-09-06;;FM211892
"10327";"99549940-1";"10327-6";FONDO MUTUO CREDICORP CAPITAL INNOVACION LATAM;FM INNOVACION LATAM;Vigente;;"6-FM DE LIBRE INVERSION";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-02-02;2023-06-16;2022-12-07;-;;;FM222086
"10137";"99549940-1";"10137-0";FONDO MUTUO CREDICORP CAPITAL LIGHT REGGAE;FM CC LIGHT REGGAE;Vigente;;"6-FM DE LIBRE INVERSION";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-07-19;2023-08-11;2021-11-10;-;2023-08-12;;FM211893
"8401";"99549940-1";"8401-8";FONDO MUTUO CREDICORP CAPITAL LIQUIDEZ;FM CC LIQUIDEZ;Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-07-19;2023-09-21;2005-12-01;Res. 607 (01/12/2005);2006-01-16;;FM110299
"9108";"99549940-1";"9108-1";FONDO MUTUO CREDICORP CAPITAL MEDIANO PLAZO;FM CC MEDIANO PLAZO;Vigente;;"6-FM DE LIBRE INVERSION";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-04-04;2023-02-02;2022-04-02;-;2022-04-02;;FM140766
"8945";"99549940-1";"8945-1";FONDO MUTUO CREDICORP CAPITAL MONEY MARKET;FM CC MONEY M;Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-03-18;2023-05-08;2012-08-01;-;2012-09-13;;FM120578
"10371";"99549940-1";"10371-3";FONDO MUTUO CREDICORP CAPITAL ONCOLOGY IMPACT;FM CC ONCOLOGY;No Vigente;Liquidado;"6-FM DE LIBRE INVERSION";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-10-28;2023-09-06;2023-04-28;-;;2023-10-13;FM222130
"9594";"91999000-7";"9594-K";FONDO MUTUO PRINCIPAL CARTERA EQUILIBRADA;CARTERA EQUILIBRADA;Vigente;;"6-FM DE LIBRE INVERSION";PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-05-05;2022-03-31;2018-04-10;-;2018-04-27;;FM181336
"9595";"91999000-7";"9595-8";FONDO MUTUO PRINCIPAL CARTERA PRUDENTE;CARTERA PRUDENTE;Vigente;;"6-FM DE LIBRE INVERSION";PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-05-05;2022-03-31;2018-04-10;-;2018-04-25;;FM181337
"8250";"91999000-7";"8250-3";FONDO MUTUO PRINCIPAL DEUDA CORTO PLAZO;DEUDA CORTO PLAZO;Vigente;;"2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS";PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-30;2023-11-06;2002-10-18;Res. 407 (18/10/2002);2002-11-13;;FM110275
"8619";"91999000-7";"8619-3";FONDO MUTUO PRINCIPAL DEUDA INTERNACIONAL;DEUDA INTERNACIONAL;Vigente;;"6-FM DE LIBRE INVERSION";PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-03-31;2022-12-30;2008-04-24;Res. 299 (24/04/2008);2008-04-24;;FM110291
"8422";"91999000-7";"8422-0";FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO;DEUDA MEDIANO PLAZO;Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-30;2023-11-06;2006-04-08;Res. 59 (08/04/2006);2006-04-08;;FM110293
"10138";"99549940-1";"10138-9";FONDO MUTUO CREDICORP CAPITAL POWER POP;FM CC POWER POP;Vigente;;"6-FM DE LIBRE INVERSION";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-06-14;2023-08-11;2021-11-10;-;2023-09-06;;FM211894
"8421";"99549940-1";"8421-2";FONDO MUTUO CREDICORP CAPITAL RENTA ESTRATEGICA;RENTA ESTRATEGICA;Vigente;;"6-FM DE LIBRE INVERSION";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-10-16;2023-02-14;2006-05-22;Res. 126 (22/05/2006);2006-06-16;;FM110301
"8442";"99549940-1";"8442-5";FONDO MUTUO CREDICORP CAPITAL RENTA INTERNACIONAL;FM CC RENTA INTERNAC;Vigente;;"6-FM DE LIBRE INVERSION";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-04-01;2023-01-26;2006-07-26;Res. 300 (26/07/2006);2006-10-31;;FM110302
"9107";"99549940-1";"9107-3";FONDO MUTUO CREDICORP CAPITAL RETORNO ABSOLUTO;FM CC RETORNO LATAM;Vigente;;"6-FM DE LIBRE INVERSION";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-01-26;2023-06-02;2020-06-06;-;2020-06-06;;FM140765
"10141";"99549940-1";"10141-9";FONDO MUTUO CREDICORP CAPITAL RISKY ROCK;FM CC RISKY ROCK;Vigente;;"6-FM DE LIBRE INVERSION";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-07-18;2023-08-11;2021-11-10;-;2023-09-06;;FM211897
"10087";"99549940-1";"10087-0";FONDO MUTUO CREDICORP CAPITAL SHORT DURATION LATAM;FM CC SHORT D LATAM;Vigente;;"6-FM DE LIBRE INVERSION";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-08-03;2023-02-02;2021-09-09;-;2021-11-17;;FM211843
"10375";"99549940-1";"10375-6";FONDO MUTUO CREDICORP CAPITAL TOTAL RETURN;FFMM CC TOTAL RETURN;Vigente;;"6-FM DE LIBRE INVERSION";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-12-05;2023-06-30;2023-01-31;-;2023-02-02;;FM222134
"10260";"96955500-K";"10260-1";FONDO MUTUO ELEVÉ AHORRO;ELEVÉ AHORRO;Vigente;;"6-FM DE LIBRE INVERSION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-16;2023-07-28;2022-08-22;-;2022-11-10;;FM222019
"10259";"96955500-K";"10259-8";FONDO MUTUO ELEVÉ EQUILIBRIO;ELEVÉ EQUILIBRIO;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-16;2023-07-28;2022-08-29;-;;;FM222018
"10320";"96955500-K";"10320-9";FONDO MUTUO ELEVÉ PRUDENTE;ELEVÉ PRUDENTE;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-16;2023-07-28;2022-08-22;-;;;FM222079
"10258";"96955500-K";"10258-K";FONDO MUTUO ELEVÉ RENDIMIENTO;ELEVÉ RENDIMIENTO;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-16;2023-07-28;2022-08-29;-;;;FM222017
"10378";"99549940-1";"10378-0";FONDO MUTUO ESTRUCTURADO CREDICORP CAPITAL RENTA NOMINAL;FM CC RETORNO NOMINA;Vigente;;"7-FM ESTRUCTURADO";CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-11-07;;2022-12-07;-;2022-12-26;;FM222137
"9019";"96980650-9";"9019-0";FONDO MUTUO ETF IT NOW S&P IPSA;ETF IT NOW IPSA;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2019-11-07;2023-03-22;2013-08-30;-;2013-09-04;;FM130652
"10068";"96980650-9";"10068-4";FONDO MUTUO ETF IT NOW S&P IPSA ESG;ETF IT NOW IPSA ESG;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-05-04;;2021-07-07;-;2021-07-12;;FM211824
"9685";"96980650-9";"9685-7";FONDO MUTUO ETF IT NOW S&P/CLX CHILE DIVIDEND INDEX;ETF IT NOW DIVIDENDO;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2019-11-07;2023-03-22;2019-01-11;-;2019-01-14;;FM181430
"9533";"77750920-9";"9533-8";FONDO MUTUO ETF ZURICH MSCI SMALL CAP CHILE;ETF MSCI SCCH;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-11-02;2019-10-15;2017-11-13;-;2017-12-18;;FM171274
"9568";"76810627-4";"9568-0";FONDO MUTUO FINTUAL CONSERVATIVE CLOONEY;CLOONEY;Vigente;;"6-FM DE LIBRE INVERSION";FINTUAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-22;2023-07-28;2018-02-13;-;2018-07-18;;FM181310
"9569";"76810627-4";"9569-9";FONDO MUTUO FINTUAL MODERATE PITT;PITT;Vigente;;"6-FM DE LIBRE INVERSION";FINTUAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-22;2023-07-28;2018-02-13;-;2018-04-04;;FM181311
"9570";"76810627-4";"9570-2";FONDO MUTUO FINTUAL RISKY NORRIS;NORRIS;Vigente;;"6-FM DE LIBRE INVERSION";FINTUAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-22;2023-07-28;2018-02-13;-;2018-07-05;;FM181312
"9730";"76810627-4";"9730-6";FONDO MUTUO FINTUAL VERY CONSERVATIVE STREEP;STREEP;Vigente;;"6-FM DE LIBRE INVERSION";FINTUAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-02-28;2023-07-28;2019-04-22;-;2019-08-23;;FM191475
"9607";"96639280-0";"9607-5";FONDO MUTUO FONDO ACTIVO 2025;ACTIVO 2025;Vigente;;"6-FM DE LIBRE INVERSION";ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2018-04-26;2018-05-04;2018-04-27;-;;;FM181349
"9608";"96639280-0";"9608-3";FONDO MUTUO FONDO ACTIVO 2035;ACTIVO 2035;Vigente;;"6-FM DE LIBRE INVERSION";ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2018-04-26;2018-05-04;2018-04-27;-;;;FM181350
"9609";"96639280-0";"9609-1";FONDO MUTUO FONDO ACTIVO 2045;ACTIVO 2045;Vigente;;"6-FM DE LIBRE INVERSION";ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2018-04-26;2018-05-04;2018-04-27;-;2019-12-18;;FM181351
"9610";"96639280-0";"9610-5";FONDO MUTUO FONDO ACTIVO 2055;ACTIVO 2055;Vigente;;"6-FM DE LIBRE INVERSION";ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2018-04-26;2018-05-04;2018-04-27;-;;;FM181352
"9922";"96980650-9";"9922-8";FONDO MUTUO ITAU ACCIONES EMERGENTES;ACCIONES EMERGENTES;Vigente;;"6-FM DE LIBRE INVERSION";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-01-26;2023-03-22;2020-09-08;-;2020-09-22;;FM201668
"8352";"96980650-9";"8352-6";FONDO MUTUO ITAU AHORRO CORTO PLAZO;AHORRO CORTO PLAZO;Vigente;;"2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-07-29;2022-09-24;2005-05-16;Res. 91 (16/05/2005);2005-05-20;;FM110250
"9539";"96980650-9";"9539-7";FONDO MUTUO ITAU AHORRO PLUS;AHORRO PLUS;Vigente;;"6-FM DE LIBRE INVERSION";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-11-10;2022-09-24;2017-12-05;-;2018-02-06;;FM171280
"10243";"96980650-9";"10243-1";FONDO MUTUO ITAU AHORRO UF;AHORRO UF;Vigente;;"6-FM DE LIBRE INVERSION";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-03-24;2023-04-18;2022-04-01;-;2022-04-01;;FM222001
"8979";"96980650-9";"8979-6";FONDO MUTUO ITAU ANDINO RETORNO TOTAL;ANDINO RETORNO TOTAL;Vigente;;"6-FM DE LIBRE INVERSION";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-07-29;2023-03-22;2013-03-13;-;2013-03-13;;FM130612
"9926";"96980650-9";"9926-0";FONDO MUTUO ITAU COMPASS ACCIONES LATINOAMERICANAS;COMPASS ACC LATAM;Vigente;;"6-FM DE LIBRE INVERSION";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-09-02;2023-03-22;2020-09-08;-;2020-12-03;;FM201672
"9927";"96980650-9";"9927-9";FONDO MUTUO ITAU COMPASS DEUDA CHILENA;COMPASS DEUDA CL;Vigente;;"6-FM DE LIBRE INVERSION";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-09-02;2023-03-22;2020-09-07;-;2020-11-12;;FM201673
"8234";"96980650-9";"8234-1";FONDO MUTUO ITAU CONVENIENCIA;ITAU CONVENIENCIA;Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-11-10;2022-09-24;2002-04-01;Res. 138 (01/04/2002);2002-04-11;;FM110238
"9248";"96980650-9";"9248-7";FONDO MUTUO ITAU DEUDA CORPORATIVA CHILE;ITAU D. CORP. CHILE;Vigente;;"6-FM DE LIBRE INVERSION";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-11-10;2023-03-18;2015-10-22;-;2015-11-12;;FM150989
"9923";"96980650-9";"9923-6";FONDO MUTUO ITAU DEUDA EMERGENTE;DEUDA EMERGENTE;Vigente;;"6-FM DE LIBRE INVERSION";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-08-31;2023-03-22;2020-09-08;-;2020-09-24;;FM201669
"8620";"96980650-9";"8620-7";FONDO MUTUO ITAU DEUDA NOMINAL;DEUDA NOMINAL;Vigente;;"6-FM DE LIBRE INVERSION";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-07-30;2023-03-18;2008-06-03;Res. 320 (03/06/2008);2008-06-25;;FM110510
"8959";"96980650-9";"8959-1";FONDO MUTUO ITAU DINAMICO;DINAMICO;Vigente;;"6-FM DE LIBRE INVERSION";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-04-18;2023-08-23;2012-09-14;-;2012-10-10;;FM120592
"9717";"96980650-9";"9717-9";FONDO MUTUO ITAU DINAMICO PLUS;DINAMICO PLUS;Vigente;;"6-FM DE LIBRE INVERSION";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-07-30;2022-09-24;2019-08-05;-;2020-02-17;;FM191462
"9988";"96980650-9";"9988-0";FONDO MUTUO ITAU ESG GLOBAL CREDITS;ESG GLOBAL CREDITS;Vigente;;"6-FM DE LIBRE INVERSION";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-01-14;2021-01-27;2021-01-19;-;2021-01-19;;FM211734
"9987";"96980650-9";"9987-2";FONDO MUTUO ITAU ESG NORDEA EMERGING STARS;ESG NORDEA EM STARS;Vigente;;"6-FM DE LIBRE INVERSION";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-01-14;2021-05-06;2021-01-19;-;2021-01-19;;FM211733
"10512";"96980650-9";"10512-0";FONDO MUTUO ITAU ESTRUCTURADO PESOS ABRIL 2025;PESOS ABRIL 2025;Vigente;;"7-FM ESTRUCTURADO";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-09-05;2023-10-12;2023-09-06;-;2023-09-23;;FM232271
