"id_serie";"Run Fondo";"caract";"fecha_inicio";"fecha_termino";"valor_cuota_inicio";"continuadora"
C;"8682";APV;2009-01-27;2009-10-14;1000.0000;
D;"8682";APV;2009-01-27;2009-10-14;1000.0000;
E;"8682";;2009-01-27;2009-10-14;1000.0000;
F;"8682";;2009-01-27;2009-10-14;1000.0000;
A;"8683";;2009-01-27;2009-10-14;1000.0000;
B;"8683";;2009-01-27;2009-10-14;1000.0000;
C;"8683";APV;2009-01-27;2009-10-14;1000.0000;
D;"8683";APV;2009-01-27;2009-10-14;1000.0000;
E;"8683";;2009-01-27;2009-10-14;1000.0000;
F;"8683";;2009-01-27;2009-10-14;1000.0000;
A;"8677";;2009-01-27;2009-10-14;1000.0000;
B;"8677";;2009-01-27;2009-10-14;1000.0000;
C;"8677";APV;2009-01-27;2009-10-14;1000.0000;
D;"8677";APV;2009-01-27;2009-10-14;1000.0000;
E;"8677";;2009-01-27;2009-10-14;1000.0000;
F;"8677";;2009-01-27;2009-10-14;1000.0000;
A;"8838";;2011-01-25;2011-11-22;1000.0000;
B;"8838";;2011-01-25;2011-11-22;1000.0000;
C;"8838";;2011-01-25;2011-11-22;1000.0000;
D;"8838";;2011-01-25;2011-11-22;1000.0000;
E;"8838";;2011-01-25;2011-11-22;1000.0000;
F;"8838";;2011-01-25;2011-11-22;1000.0000;
G;"8838";;2011-01-25;2011-11-22;1000.0000;
A;"8839";;2011-01-25;2011-11-22;1000.0000;
B;"8839";;2011-01-25;2011-11-22;1000.0000;
C;"8839";;2011-01-25;2011-11-22;1000.0000;
D;"8839";;2011-01-25;2011-11-22;1000.0000;
E;"8839";;2011-01-25;2011-11-22;1000.0000;
F;"8839";;2011-01-25;2011-11-22;1000.0000;
G;"8839";;2011-01-25;2011-11-22;1000.0000;
UNICA;"8137";;1999-08-25;2007-06-30;1000.0000;
A;"8137";;2007-07-01;2010-06-19;785.4099;UNICA
B;"8137";APV;2007-07-01;2010-06-19;785.4099;UNICA
UNICA;"8222";;;2001-08-16;1000.0000;
UNICA;"8184";;2001-01-11;2002-11-10;1000.0000;
A;"8184";;2002-11-11;2003-03-06;1139.0330;UNICA
B;"8184";;2002-11-11;2003-03-06;1139.4036;
UNICA;"8182";;2001-01-08;2003-03-06;1000.0000;
UNICA;"8181";;2001-01-08;2003-03-23;1000.0000;
A;"8652";;2008-08-17;2011-05-08;1000.0000;
B;"8652";;2008-08-17;2011-05-08;1000.0000;
C;"8652";;2008-08-17;2011-05-08;1000.0000;
D;"8652";;2008-08-17;2011-05-08;1000.0000;
E;"8652";APV;2008-08-17;2011-05-08;1000.0000;
A;"8652";;2011-05-09;2011-10-21;882.6906;C
APV-A;"8652";APV;2011-05-09;2011-10-21;917.5776;E
F;"8652";;2011-05-09;2011-10-21;1000.0000;B
I;"8652";;2008-08-17;2011-10-21;1000.0000;
P;"8652";;2011-05-09;2011-10-21;897.5864;A
A;"8654";;2008-08-17;2011-05-08;1000.0000;
B;"8654";;2008-08-17;2011-05-08;1000.0000;
C;"8654";;2008-08-17;2011-05-08;1000.0000;
D;"8654";;2008-08-17;2011-05-08;1000.0000;
E;"8654";APV;2008-08-17;2011-05-08;1000.0000;
A;"8654";;2011-05-09;2011-10-21;1252.7972;C
APV-A;"8654";APV;2011-05-09;2011-10-21;1303.3682;E
F;"8654";;2011-05-09;2011-10-21;1000.0000;B
I;"8654";;2008-08-17;2011-10-21;1000.0000;
P;"8654";;2011-05-09;2011-10-21;1272.2349;A
A;"8355";;2005-02-21;2013-12-19;1000.0000;
B;"8355";APV;2005-02-21;2013-12-19;2000.0000;
C;"8355";;2011-08-17;2013-12-19;1000.0000;
S;"8355";;2011-12-17;2013-12-19;1000.0000;
UNICA;"8197";;2002-01-07;2002-09-05;1000.0000;
UNICA;"8194";;2001-06-20;2002-10-02;1000.0000;
A;"8194";;2002-10-03;2003-03-27;798.4384;UNICA
E;"8194";;2002-10-03;2003-03-27;1000.0000;
I;"8194";;2002-10-03;2003-03-27;798.5031;
UNICA;"8223";;;2001-08-16;1000.0000;
UNICA;"8224";;;2001-08-16;1000.0000;
UNICA;"8196";;2002-01-07;2002-09-05;1000.0000;
UNICA;"8225";;;2001-08-16;1000.0000;
UNICA;"8169";;2000-10-12;2002-10-02;1000.0000;
A;"8169";;2002-10-03;2004-01-14;1183.8433;UNICA
B;"8169";;2002-10-03;2004-01-14;1183.8548;UNICA
C;"8169";;2002-10-03;2004-01-14;1184.3551;
D;"8169";;2002-10-03;2004-01-14;1184.3551;
E;"8169";;2002-10-03;2004-01-14;1183.8594;
ALFA;"8587";APV;2008-05-12;2012-01-10;1000.0000;
A;"8587";;2008-05-12;2017-01-05;1000.0000;
B;"8587";;2008-05-12;2017-01-05;1000.0000;
C;"8587";;2008-05-12;2017-01-05;1000.0000;
CORP;"8587";;;2017-01-05;1000.0000;NO
D;"8587";;;2017-01-05;1000.0000;NO
E;"8587";;;2017-01-05;1000.0000;NO
I;"8587";;2012-01-11;2017-01-05;NaN;
FE;"8587";;;2018-05-27;NaN;E
F1;"8587";;2017-01-06;2018-09-09;NaN;A
F2;"8587";;2017-01-06;2018-09-09;NaN;B
F3;"8587";;2017-01-06;2018-09-09;NaN;C
F4;"8587";;2017-09-28;2018-09-09;NaN;D
F5;"8587";;2017-01-06;2018-09-09;NaN;I
IT;"8587";;2018-05-25;2018-09-09;1000.0000;
S;"8587";;;;1000.0000;
UNICA;"8162";;2000-08-01;2005-09-23;1000.0000;
F;"8162";;2005-09-24;2008-03-17;1000.0000;
ALFA;"8162";APV;2005-09-24;2012-01-09;1000.0000;
A;"8162";;2005-09-24;2017-01-05;743.7346;UNICA
B;"8162";;2008-03-18;2017-01-05;1000.0000;
C;"8162";;2008-03-18;2017-01-05;1020.7612;F
CORP;"8162";;;2017-01-05;1000.0000;NO
D;"8162";;2015-07-15;2017-01-05;1000.0000;NO
E;"8162";;;2017-01-05;1000.0000;NO
I;"8162";;2012-01-10;2017-01-05;1000.0000;
FE;"8162";;;2018-05-22;NaN;E
APV;"8162";APV;2012-01-10;2018-09-09;978.4343;ALFA
F1;"8162";;2017-01-06;2018-09-09;NaN;A
F2;"8162";;2017-01-06;2018-09-09;NaN;B
F3;"8162";;2017-01-06;2018-09-09;NaN;C
F4;"8162";;2017-01-06;2018-09-09;NaN;D
F5;"8162";;2017-01-06;2018-09-09;NaN;I
IT;"8162";;;;1000.0000;
S;"8162";;;;1000.0000;
UNICA;"8133";;1999-07-05;2005-09-23;1000.0000;
ALFA;"8133";APV;2005-09-24;2012-01-09;1000.0000;
A;"8133";;2005-09-24;2017-01-05;1000.0000;UNICA
B;"8133";;2008-03-18;2017-01-05;1000.0000;
C;"8133";;2008-03-18;2017-01-05;1000.0000;
CORP;"8133";;;2017-01-05;1000.0000;NO
D;"8133";;;2017-01-05;1000.0000;NO
E;"8133";;;2017-01-05;1000.0000;NO
I;"8133";;2012-01-10;2017-01-05;1000.0000;
FE;"8133";;;2018-05-22;NaN;E
APV;"8133";APV;2012-01-10;2019-11-24;1033.2965;Alfa
F1;"8133";;2017-01-06;2019-11-24;NaN;A
F2;"8133";;2017-01-06;2019-11-24;NaN;B
F3;"8133";;2017-01-06;2019-11-24;NaN;C
F4;"8133";;2017-03-03;2019-11-24;1000.0000;D
F5;"8133";;2017-01-06;2019-11-24;NaN;I
IT;"8133";;2018-08-29;2019-11-24;1000.0000;
S;"8133";;;;1000.0000;
X;"8953";;2012-09-24;2016-01-02;1000.0000;
Y;"8953";;2012-09-24;2016-01-02;1000.0000;
A;"8953";;2016-01-03;2016-12-29;1000.0000;X
B;"8953";;2016-01-03;2016-12-29;1000.0000;Y
C;"8953";;2016-01-06;2016-12-29;1000.0000;
CORP;"8953";;;2016-12-29;1000.0000;
D;"8953";;2016-01-06;2016-12-29;1000.0000;
E;"8953";;;2016-12-29;1000.0000;
I;"8953";;2016-01-06;2016-12-29;1000.0000;
FE;"8953";;;2018-05-22;NaN;E
APV;"8953";APV;2016-01-29;2018-11-18;1000.0000;
F1;"8953";;2016-12-30;2018-11-18;1262.9392;A
F2;"8953";;2016-12-30;2018-11-18;1282.3336;B
F3;"8953";;2016-12-30;2018-11-18;1072.0422;C
F4;"8953";;2016-12-30;2018-11-18;1028.4865;D
F5;"8953";;2016-12-30;2018-11-18;1022.5778;I
IT;"8953";;;2018-11-18;1000.0000;
S;"8953";;;2018-11-18;1000.0000;
A;"9016";;2013-08-26;2017-01-14;1000.0000;
B;"9016";;2013-08-26;2017-01-14;1000.0000;
C;"9016";;2013-08-26;2017-01-14;1000.0000;
CORP;"9016";;;2017-01-14;1000.0000;
D;"9016";;;2017-01-14;1000.0000;
E;"9016";;;2017-01-14;1000.0000;
I;"9016";;2013-08-26;2017-01-14;1000.0000;
FE;"9016";;;2018-05-24;NaN;E
APV;"9016";APV;2013-08-26;2018-07-08;1191.2819;
F1;"9016";;2017-01-15;2018-07-08;1574.4694;A
F2;"9016";;2017-01-15;2018-07-08;1536.0921;B
F3;"9016";;2017-01-15;2018-07-08;1200.1015;C
F4;"9016";;;2018-07-08;NaN;D
F5;"9016";;2017-01-15;2018-07-08;1000.0000;I
IT;"9016";;;2018-07-08;1000.0000;
S;"9016";;;2018-07-08;1000.0000;
A;"9017";;2013-08-26;2017-01-14;1000.0000;
B;"9017";;2013-08-26;2017-01-14;1000.0000;
C;"9017";;2013-08-26;2017-01-14;1000.0000;
CORP;"9017";;;2017-01-14;1000.0000;
D;"9017";;;2017-01-14;1000.0000;
E;"9017";;;2017-01-14;1000.0000;
I;"9017";;2013-08-26;2017-01-14;1000.0000;
FE;"9017";;;2018-05-24;NaN;E
APV;"9017";APV;2013-08-26;2018-07-08;1163.5146;
F1;"9017";;2017-01-15;2018-07-08;1548.5669;A
F2;"9017";;2017-01-15;2018-07-08;1590.0954;B
F3;"9017";;2017-01-15;2018-07-08;1339.9978;C
F4;"9017";;;2018-07-08;NaN;D
F5;"9017";;2017-01-15;2018-07-08;1000.0000;I
IT;"9017";;;2018-07-08;1000.0000;
S;"9017";;;2018-07-08;1000.0000;
X;"8954";;2012-09-24;2018-04-26;1000.0000;
Y;"8954";;2012-09-24;2018-04-26;1000.0000;
F2;"8954";;2018-04-27;2018-11-18;1000.0000;X
F4;"8954";;2018-04-27;2018-11-18;1000.0000;Y
ALFA;"8285";APV;2003-12-24;2012-01-09;1000.0000;
A;"8285";;2003-12-24;2016-12-24;1675.8750;
B;"8285";;2003-12-24;2016-12-24;1000.0000;
C;"8285";;2008-02-15;2016-12-24;1000.0000;
CORP;"8285";;;2016-12-24;1000.0000;
D;"8285";;2015-03-24;2016-12-24;1000.0000;
E;"8285";;2016-07-20;2016-12-24;1000.0000;
I;"8285";;2008-02-15;2016-12-24;1000.0000;
APV;"8285";APV;2012-01-10;2018-11-18;1092.8164;ALFA
F1;"8285";;2016-12-25;2018-11-18;2910.2216;A
F2;"8285";;2016-12-25;2018-11-18;1831.8848;B
F3;"8285";C;2016-12-25;2018-11-18;1532.7618;C
F4;"8285";;2016-12-25;2018-11-18;1070.0017;D
F5;"8285";;2016-12-25;2018-11-18;1578.7915;I
FE;"8285";;2016-12-25;2018-11-18;1011.8132;E
IT;"8285";;;2018-11-18;1000.0000;
S;"8285";;;2018-11-18;1000.0000;
A;"9029";;2013-10-19;2017-01-12;1000.0000;UNICA
B;"9029";;2013-10-19;2017-01-12;1000.0000;
C;"9029";;2013-10-19;2017-01-12;1000.0000;
CORP;"9029";;;2017-01-12;1000.0000;
I;"9029";;2013-10-19;2017-01-12;1000.0000;
D;"9029";;;2017-01-14;1000.0000;
E;"9029";;;2017-01-14;1000.0000;
APV;"9029";APV;2013-10-19;2018-04-15;1000.0000;
F1;"9029";A;2017-01-13;2018-04-15;1380.4427;A
F2;"9029";B;2017-01-13;2018-04-15;1145.7513;B
F3;"9029";C;2017-01-13;2018-04-15;1184.1693;C
F4;"9029";D;;2018-04-15;NaN;D
F5;"9029";I;2017-01-13;2018-04-15;995.0125;I
FE;"9029";E;;2018-04-15;NaN;E
IT;"9029";;;2018-04-15;1000.0000;
S;"9029";;;;1000.0000;
UNICA;"8379";;2005-09-01;2007-09-24;1000.0000;
A;"8379";;2007-09-25;2017-01-11;1604.4917;UNICA
B;"8379";APV;2007-09-25;2017-01-11;1000.0000;
F;"8379";;2007-09-25;2017-01-11;1000.0000;
I;"8379";;;2017-01-11;1000.0000;
M;"8379";;2016-09-22;2017-01-11;1000.0000;
U;"8379";;;2017-01-11;1000.0000;
FE;"8379";;;2018-09-09;1000.0000;
APV;"8379";APV;2017-01-12;2020-04-05;1041.8083;B
F1;"8379";;2017-01-12;2020-04-05;1189.5681;A
F2;"8379";;2017-01-12;2020-04-05;973.7933;M
F3;"8379";;2017-01-12;2020-04-05;916.6198;F
F4;"8379";;2020-02-26;2020-04-05;1000.0000;I
F5;"8379";;2019-03-07;2020-04-05;1000.0000;U
IT;"8379";;2017-04-12;2020-04-05;1000.0000;
S;"8379";;2015-03-03;2020-04-05;1000.0000;
F;"8269";;2005-09-24;2008-02-14;1000.0000;
ALFA;"8269";APV;2003-12-11;2012-01-09;1000.0000;
A;"8269";;2003-12-11;2017-01-05;1000.0000;
B;"8269";;2008-02-15;2017-01-05;1000.0000;
C;"8269";;2008-02-15;2017-01-05;981.0551;F
CORP;"8269";;;2017-01-05;1000.0000;No
D;"8269";;2015-07-15;2017-01-05;1000.0000;No
E;"8269";;;2017-01-05;1000.0000;No
I;"8269";;2012-01-10;2017-01-05;1000.0000;
FE;"8269";;;2018-05-22;NaN;E
APV;"8269";APV;2012-01-10;2018-07-08;861.7403;Alfa
F1;"8269";;2017-01-06;2018-07-08;NaN;A
F2;"8269";;2017-01-06;2018-07-08;NaN;B
F3;"8269";;2017-01-06;2018-07-08;NaN;C
F4;"8269";;2017-01-06;2018-07-08;NaN;D
F5;"8269";;2017-01-06;2018-07-08;NaN;I
IT;"8269";;;2018-07-08;1000.0000;
S;"8269";;;2018-07-08;1000.0000;
A;"8928";;2012-03-23;2013-06-17;1000.0000;
B;"8928";APV;2012-03-23;2013-06-17;1000.0000;
G;"8928";;2012-03-23;2013-06-17;1000.0000;
A;"9014";;2013-08-26;2017-01-14;1000.0000;
B;"9014";;2013-08-26;2017-01-14;1000.0000;
C;"9014";;2013-08-26;2017-01-14;1000.0000;
CORP;"9014";;;2017-01-14;1000.0000;
D;"9014";;;2017-01-14;1000.0000;
E;"9014";;;2017-01-14;1000.0000;
I;"9014";;2013-08-26;2017-01-14;1000.0000;
FE;"9014";;;2018-05-24;NaN;E
APV;"9014";APV;2013-08-26;2018-07-08;1197.9672;
F1;"9014";;2017-01-15;2018-07-08;1194.7456;A
F2;"9014";;2017-01-15;2018-07-08;1151.2441;B
F3;"9014";;2017-01-15;2018-07-08;972.3547;C
F4;"9014";;2017-07-03;2018-07-08;NaN;D
F5;"9014";;2017-01-15;2018-07-08;1000.0000;I
IT;"9014";;;2018-07-08;1000.0000;
S;"9014";;;2018-07-08;1000.0000;
A;"9015";;2013-08-26;2017-01-14;766.8857;
B;"9015";;2013-08-26;2017-01-14;1000.0000;
C;"9015";;2013-08-26;2017-01-14;1000.0000;
CORP;"9015";;;2017-01-14;1000.0000;
D;"9015";;;2017-01-14;1000.0000;
E;"9015";;;2017-01-14;1000.0000;
I;"9015";;2013-08-26;2017-01-14;1000.0000;
FE;"9015";;;2018-05-24;NaN;E
APV;"9015";APV;2013-08-26;2018-07-08;1097.7201;APV
F1;"9015";;2017-01-15;2018-07-08;1267.2118;A
F2;"9015";;2017-01-15;2018-07-08;1507.0658;B
F3;"9015";;2017-01-15;2018-07-08;1090.7917;C
F4;"9015";;;2018-07-08;NaN;D
F5;"9015";;2017-01-15;2018-07-08;1064.8742;I
IT;"9015";;;2018-07-08;1000.0000;
S;"9015";;;2018-07-08;1000.0000;
A;"9039";;;2016-04-13;1000.0000;
F;"9039";;;2016-04-13;1000.0000;
I;"9039";;;2016-04-13;1000.0000;
M;"9039";;;2016-04-13;1000.0000;
A;"9010";;;2013-12-12;1000.0000;
F;"9010";;;2013-12-12;1000.0000;
I;"9010";;;2013-12-12;1000.0000;
M;"9010";;;2013-12-12;1000.0000;
UNICA;"8119";;1998-03-11;2003-12-22;1000.0000;
ALFA;"8119";APV;2003-12-23;2012-01-09;1000.0000;
A;"8119";;2003-12-23;2016-12-29;1484.6867;UNICA
B;"8119";;2003-12-23;2016-12-29;1000.0000;
C;"8119";;2008-02-15;2016-12-29;1000.0000;
CORP;"8119";;;2016-12-29;1000.0000;
D;"8119";;2015-07-06;2016-12-29;1000.0000;
E;"8119";;;2016-12-29;1000.0000;
I;"8119";;2008-02-15;2016-12-29;1000.0000;
APV;"8119";APV;2012-01-10;2018-11-18;1154.7739;Alfa
F1;"8119";;2016-12-30;2018-11-18;2908.0624;A
F2;"8119";;2016-12-30;2018-11-18;2086.3899;B
F3;"8119";;2016-12-30;2018-11-18;1515.0420;C
F4;"8119";;2016-12-30;2018-11-18;1067.1454;D
F5;"8119";;2016-12-30;2018-11-18;1643.0330;I
FE;"8119";;;2018-11-18;NaN;E
IT;"8119";;;2018-11-18;1000.0000;
S;"8119";;;2018-11-18;1000.0000;
ALFA;"8590";APV;2008-03-09;2012-01-09;1000.0000;
A;"8590";;2008-03-09;2017-01-12;1351.6489;
B;"8590";;2008-03-09;2017-01-12;1000.0000;
C;"8590";;2008-03-09;2017-01-12;1000.0000;
CORP;"8590";;;2017-01-12;1000.0000;NO
D;"8590";;;2017-01-12;1000.0000;NO
E;"8590";;;2017-01-12;1000.0000;NO
I;"8590";;2008-03-09;2017-01-12;1000.0000;
FE;"8590";;;2018-05-22;NaN;E
APV;"8590";APV;2012-01-10;2018-07-08;1116.4000;ALFA
F1;"8590";;2017-01-13;2018-07-08;2450.1020;A
F2;"8590";;2017-01-13;2018-07-08;2025.2734;B
F3;"8590";;2017-01-13;2018-07-08;1255.3292;C
F4;"8590";;;2018-07-08;NaN;D
F5;"8590";;2017-01-13;2018-07-08;1270.3852;I
IT;"8590";;;2018-07-08;1000.0000;
S;"8590";;;2018-07-08;1000.0000;
ALFA;"8286";APV;2003-12-24;2012-01-09;1000.0000;
A;"8286";;2003-12-24;2016-12-29;1163.8900;
B;"8286";;2003-12-24;2016-12-29;1000.0000;
C;"8286";;2008-02-15;2016-12-29;1000.0000;
CORP;"8286";;;2016-12-29;1000.0000;
D;"8286";;;2016-12-29;1000.0000;
E;"8286";;;2016-12-29;1000.0000;
I;"8286";;2012-01-10;2016-12-29;NaN;
FE;"8286";;;2018-04-26;NaN;E
APV;"8286";APV;2012-01-10;2018-11-18;1223.0430;ALFA
F1;"8286";;2016-12-30;2018-11-18;2215.4276;A
F2;"8286";;2016-12-30;2018-11-18;2031.2456;B
F3;"8286";;2016-12-30;2018-11-18;1634.0626;C
F4;"8286";;2016-12-30;2018-11-18;1000.0000;D
F5;"8286";;2016-12-30;2018-11-18;1330.9652;I
IT;"8286";;;2018-11-18;1000.0000;
S;"8286";;;2018-11-18;1000.0000;
UNICA;"8156";;2000-07-11;2012-06-22;1000.0000;
CORP;"8156";;;2016-12-20;1000.0000;
E;"8156";;;2016-12-20;1000.0000;
ME;"8156";;;2018-04-26;1000.0000;
APV;"8156";APV;;2018-07-29;1000.0000;
M1;"8156";;2012-06-23;2018-07-29;1485.8220;Unica
M2;"8156";;2012-06-23;2018-07-29;1000.0000;
M3;"8156";;2012-06-23;2018-07-29;1000.0000;
M4;"8156";;2012-06-23;2018-07-29;1000.0000;
M5;"8156";;2012-06-23;2018-07-29;1000.0000;
M6;"8156";;;2018-07-29;1000.0000;
A;"8648";;2008-09-02;2012-01-09;1000.0000;
B;"8648";;2009-08-26;2012-01-09;1000.0000;
C;"8648";;2009-08-26;2012-01-09;1000.0000;
I;"8648";;2008-09-02;2012-01-09;1000.0000;
CORP;"8648";;;2017-01-14;1000.0000;
E;"8648";;2015-09-02;2017-01-14;1000.0000;
M1;"8648";;2012-01-10;2018-07-29;1000.0000;A
M2;"8648";;2012-01-10;2018-07-29;1000.0000;B
M3;"8648";;2012-01-10;2018-07-29;1000.0000;C
M4;"8648";;2012-01-10;2018-07-29;1000.0000;I
M5;"8648";;2018-04-24;2018-07-29;1000.0000;
M6;"8648";;;2018-07-29;1000.0000;
ME;"8648";;2017-01-15;2018-07-29;1002.7583;E
A;"9012";;2013-08-24;2017-01-14;1000.0000;
B;"9012";;2013-08-24;2017-01-14;1000.0000;
C;"9012";;2013-08-24;2017-01-14;1000.0000;
CORP;"9012";;;2017-01-14;1000.0000;
D;"9012";;;2017-01-14;1000.0000;
E;"9012";;;2017-01-14;1000.0000;
I;"9012";;2013-08-24;2017-01-14;1000.0000;
FE;"9012";;;2018-05-24;NaN;E
APV;"9012";APV;2013-08-24;2018-07-08;1164.5408;
F1;"9012";;2017-01-15;2018-07-08;1596.4219;A
F2;"9012";;2017-01-15;2018-07-08;2097.4049;B
F3;"9012";;2017-01-15;2018-07-08;1083.0213;C
F4;"9012";;;2018-07-08;NaN;D
F5;"9012";;2017-01-15;2018-07-08;1019.8377;I
IT;"9012";;;2018-07-08;1000.0000;
S;"9012";;;2018-07-08;1000.0000;
UNICA;"8235";;2002-03-28;2016-04-10;1000.0000;
A;"8235";;2016-04-11;2016-12-20;0.0000;UNICA
B;"8235";APV;2016-04-11;2016-12-20;1000.0000;
E;"8235";;2016-04-11;2016-12-20;0.0000;UNICA
I;"8235";;2016-04-11;2016-12-20;0.0000;UNICA
IT;"8235";;;2016-12-20;1000.0000;
M;"8235";;2016-04-11;2016-12-20;0.0000;UNICA
U;"8235";;2016-04-11;2016-12-20;0.0000;UNICA
APV;"8235";APV;2016-12-21;2018-07-29;1000.0000;B
M1;"8235";;2016-12-21;2018-07-29;1000.0000;A
M2;"8235";;2016-12-21;2018-07-29;1000.0000;M
M3;"8235";;2016-12-21;2018-07-29;1000.0000;E
M4;"8235";;2016-12-21;2018-07-29;1000.0000;I
M5;"8235";;2016-12-21;2018-07-29;1000.0000;U
ME;"8235";;;2018-07-29;1000.0000;
S;"8235";;;2018-07-29;1000.0000;
A;"9189";;2015-05-27;2016-12-27;1000.0000;
B;"9189";;2015-05-28;2016-12-27;1000.0000;
C;"9189";;2015-05-28;2016-12-27;1000.0000;
CORP;"9189";;;2016-12-27;1000.0000;
D;"9189";;2015-06-04;2016-12-27;1000.0000;
E;"9189";;2015-06-26;2016-12-27;1000.0000;
I;"9189";;2015-05-28;2016-12-27;1000.0000;
APV;"9189";APV;2015-06-04;2018-11-18;1000.0000;
F1;"9189";;2016-12-28;2018-11-18;1055.7087;A
F2;"9189";;2016-12-28;2018-11-18;1057.3882;B
F3;"9189";;2016-12-28;2018-11-18;1061.3673;C
F4;"9189";;2016-12-28;2018-11-18;1058.3229;D
F5;"9189";;2016-12-28;2018-11-18;1077.4430;I
FE;"9189";;2016-12-28;2018-11-18;1044.9462;E
IT;"9189";;;2018-11-18;1000.0000;
S;"9189";;;2018-11-18;1000.0000;
UNICA;"8030";;1987-05-11;2005-04-21;0.0000;
ALFA;"8030";APV;2005-04-22;2012-01-09;1000.0000;
A;"8030";;2005-04-22;2017-01-05;26394.6407;UNICA
B;"8030";;2005-04-22;2017-01-05;1000.0000;
C;"8030";;2005-04-22;2017-01-05;1000.0000;
CORP;"8030";;;2017-01-05;1000.0000;
D;"8030";;;2017-01-05;1000.0000;
E;"8030";;;2017-01-05;1000.0000;
I;"8030";;2012-01-10;2017-01-05;NaN;
FE;"8030";;;2018-05-27;NaN;E
APV;"8030";APV;2012-01-10;2018-09-09;1172.4800;ALFA
F1;"8030";;2017-01-06;2018-09-09;NaN;A
F2;"8030";;2017-01-06;2018-09-09;NaN;B
F3;"8030";;2017-01-06;2018-09-09;NaN;C
F4;"8030";;;2018-09-09;NaN;D
F5;"8030";;2017-01-06;2018-09-09;NaN;I
IT;"8030";;;;1000.0000;
S;"8030";;;;1000.0000;
UNICA;"8589";;2008-03-09;2008-03-13;100.0000;
A;"8589";;2008-03-14;2017-01-14;109.7455;UNICA
B;"8589";;2008-03-14;2017-01-14;100.0000;
C;"8589";;2008-03-14;2017-01-14;100.0000;
CORP;"8589";;;2017-01-14;100.0000;
D;"8589";;;2017-01-14;100.0000;
E;"8589";;;2017-01-14;100.0000;
I;"8589";;2008-03-14;2017-01-14;100.0000;
FE;"8589";;;2018-05-22;NaN;E
F1;"8589";;2017-01-15;2018-11-18;150.0679;A
F2;"8589";;2017-01-15;2018-11-18;138.5799;B
F3;"8589";;2017-01-15;2018-11-18;123.2170;C
F4;"8589";;;2018-11-18;NaN;D
F5;"8589";;2017-01-15;2018-11-18;146.3925;I
IT;"8589";;2018-11-12;2018-11-18;100.0000;
S;"8589";;;2018-11-18;100.0000;
UNICA;"8233";;2001-12-28;2005-09-23;1000.0000;
F;"8233";;2005-09-24;2008-02-14;1000.0000;
ALFA;"8233";APV;2005-09-24;2012-01-09;1000.0000;
A;"8233";;2005-09-24;2017-01-05;694.7500;UNICA
B;"8233";;2008-02-15;2017-01-05;1000.0000;
C;"8233";;2008-02-15;2017-01-05;1000.0000;F
CORP;"8233";;;2017-01-05;NaN;
D;"8233";;2015-07-15;2017-01-05;NaN;
E;"8233";;;2017-01-05;NaN;
I;"8233";;2012-01-10;2017-01-05;1000.0000;
FE;"8233";;;2018-05-22;NaN;E
APV;"8233";APV;2012-01-10;2018-09-09;1158.8027;Alfa
F1;"8233";;2017-01-06;2018-09-09;1124.5866;A
F2;"8233";;2017-01-06;2018-09-09;2292.5622;B
F3;"8233";;2017-01-06;2018-09-09;2394.6265;C
F4;"8233";;2017-01-06;2018-09-09;1060.5606;D
F5;"8233";;2017-01-06;2018-09-09;2161.5330;I
IT;"8233";;;;1000.0000;
S;"8233";;;;1000.0000;
UNICA;"8623";;2008-06-13;2016-04-10;1000.0000;
UNICA;"8236";;2002-04-02;2005-02-01;1000.0000;
A;"8236";;2005-02-02;2011-07-20;938.7585;UNICA
B;"8236";APV;2005-02-02;2011-07-20;1000.0000;
A;"8960";;2012-10-22;2013-01-22;702.2010;
B;"8960";APV;2012-10-22;2013-01-22;1000.0000;
F;"8960";;2012-10-22;2013-01-22;1000.0000;
G;"8960";;2012-10-22;2013-01-22;1000.0000;
A;"8925";;2012-03-23;2013-06-17;1000.0000;
B;"8925";APV;2012-03-23;2013-06-17;1000.0000;
G;"8925";;2012-03-23;2013-06-17;1000.0000;
A;"8927";;2012-03-23;2013-06-17;1000.0000;
B;"8927";APV;2012-03-23;2013-06-17;1000.0000;
G;"8927";;2012-03-23;2013-06-17;1000.0000;
B;"8521";APV;2008-02-22;2010-07-01;1000.0000;
A;"8521";;2007-10-18;2017-01-14;1000.0000;
F;"8521";;2007-10-18;2017-01-14;1000.0000;
I;"8521";;2015-12-22;2017-01-14;1000.0000;
M;"8521";;2015-03-13;2017-01-14;1000.0000;
U;"8521";;;2017-01-14;1000.0000;
F1;"8521";;2017-01-15;2018-11-18;729.1546;A
F2;"8521";;2017-01-15;2018-11-18;998.0170;M
F3;"8521";;2017-01-15;2018-11-18;959.3211;F
F4;"8521";;2017-01-15;2018-11-18;1077.1938;I
F5;"8521";;;2018-11-18;1000.0000;U
FE;"8521";;;2018-11-18;1000.0000;
IT;"8521";;;2018-11-18;1000.0000;
S;"8521";;;2018-11-18;1000.0000;
UNICA;"8265";;2003-07-21;2007-11-29;1000.0000;
A;"8265";;2007-11-30;2017-01-14;1138.9118;UNICA
B;"8265";APV;2007-11-30;2017-01-14;1000.0000;
F;"8265";;2010-03-11;2017-01-14;1000.0000;
I;"8265";;2015-03-27;2017-01-14;1000.0000;
M;"8265";;2015-02-13;2017-01-14;1000.0000;
U;"8265";;2015-03-18;2017-01-14;1000.0000;
